id,code_iata,code_icao,country_id,municipality,name,timezone_id
lfen,,lfen,fr,Pontivy,Tours Sorigny Airport,Europe/Paris
lfeo,,lfeo,fr,,St Malo St Serva Airport,Europe/Paris
lfep,,lfep,fr,Pontivy,Pouilly Maconge Airport,Europe/Paris
lfeq,,lfeq,fr,Pontivy,Quiberon Airport,Europe/Paris
lfer,,lfer,fr,Redon,Redon Bains-sur-Oust Airport,Europe/Paris
lfes,,lfes,fr,Guiscriff,Guiscriff Scaer Airport,Europe/Paris
lfet,,lfet,fr,Guiscriff,Til Chatel Airport,Europe/Paris
lfeu,,lfeu,fr,Guiscriff,Bar Le Duc Airport,Europe/Paris
lfev,,lfev,fr,Guiscriff,Gray St Adrien Airport,Europe/Paris
lfew,,lfew,fr,Guiscriff,Saulieu Liernais Airport,Europe/Paris
lfex,,lfex,fr,Guiscriff,Nancy Azelot Airport,Europe/Paris
lfey,idy,lfey,fr,Ile d'Yeu,Ile d'Yeu Airport,Europe/Paris
lfez,,lfez,fr,Guiscriff,Nancy Malzeville Airport,Europe/Paris
lffb,,lffb,fr,Guiscriff,Buno Bonnevaux Airport,Europe/Paris
lffc,,lffc,fr,Guiscriff,Mantes Cherence Airport,Europe/Paris
lffd,,lffd,fr,Guiscriff,St Andre De L'eure Airport,Europe/Paris
lffe,,lffe,fr,Guiscriff,Enghien Moisselles Airport,Europe/Paris
lffg,,lffg,fr,Guiscriff,La Ferte Gaucher Airport,Europe/Paris
lffh,,lffh,fr,Guiscriff,Chateau-Thierry - Belleau Airport,Europe/Paris
lffi,,lffi,fr,Ancenis,Ancenis Airport,Europe/Paris
lffj,,lffj,fr,Guiscriff,Joinville Mussey Airport,Europe/Paris
lffk,,lffk,fr,Guiscriff,Fontenay Le Comte Airport,Europe/Paris
lffl,,lffl,fr,Guiscriff,Bailleau Armenonville Airport,Europe/Paris
lffm,,lffm,fr,Guiscriff,Lamotte Beuvron Airport,Europe/Paris
lffn,,lffn,fr,Brienne-le-Chateau,Brienne-le-Chateau Airport,Europe/Paris
lffp,,lffp,fr,Guiscriff,Pithiviers Airport,Europe/Paris
lffq,,lffq,fr,Guiscriff,La Ferte Alais Airport,Europe/Paris
lffr,,lffr,fr,Guiscriff,Bar Sur Seine Airport,Europe/Paris
lfft,,lfft,fr,Guiscriff,Neufchateau Airport,Europe/Paris
lffu,,lffu,fr,Guiscriff,Chateauneuf Sur Cher Airport,Europe/Paris
lffv,,lffv,fr,Guiscriff,Vierzon Mereau Airport,Europe/Paris
lffw,,lffw,fr,Guiscriff,Montaigu St Georges Airport,Europe/Paris
lffx,,lffx,fr,Guiscriff,Tournus Cuisery Airport,Europe/Paris
lffy,,lffy,fr,Guiscriff,Etrepagny Airport,Europe/Paris
lffz,,lffz,fr,Guiscriff,Sezanne St Remy Airport,Europe/Paris
lfga,cmr,lfga,fr,Colmar/Houssen,Colmar-Houssen Airport,Europe/Paris
lfgb,,lfgb,fr,Mulhouse/Habsheim,Mulhouse-Habsheim Airport,Europe/Paris
lfgc,,lfgc,fr,Colmar,Strasbourg Neuhof Airport,Europe/Paris
lfgd,,lfgd,fr,Colmar,Arbois Airport,Europe/Paris
lfge,,lfge,fr,Colmar,Avallon Airport,Europe/Paris
lfgf,xbv,lfgf,fr,Beaune/Challanges,Beaune-Challanges Airport,Europe/Paris
lfgg,,lfgg,fr,Colmar,Belfort Chaux Airport,Europe/Paris
lfgh,,lfgh,fr,Colmar,Cosne Sur Loire Airport,Europe/Paris
lfgi,,lfgi,fr,Colmar,Dijon Darois Airport,Europe/Paris
lfgj,dle,lfgj,fr,Dole/Tavaux,Dole-Tavaux Airport,Europe/Paris
lfgk,,lfgk,fr,Joigny,Joigny Airport,Europe/Paris
lfgl,,lfgl,fr,Dole,Lons Le Saulnier Courlaoux Airport,Europe/Paris
lfgm,,lfgm,fr,Dole,Montceau Les Mines Airport,Europe/Paris
lfgn,,lfgn,fr,Dole,Paray Le Monial Airport,Europe/Paris
lfgo,,lfgo,fr,Dole,Pont Sur Yonne Airport,Europe/Paris
lfgp,,lfgp,fr,Dole,St Florentin Cheu Airport,Europe/Paris
lfgq,,lfgq,fr,Dole,Semur En Auxois Airport,Europe/Paris
lfgr,,lfgr,fr,Dole,Doncourt Les Conflans Airport,Europe/Paris
lfgs,,lfgs,fr,Dole,Longuyon Villette Airport,Europe/Paris
lfgt,,lfgt,fr,Dole,Sarrebourg Buhl Airport,Europe/Paris
lfgu,,lfgu,fr,Dole,Sarreguemines Neunkirch Airport,Europe/Paris
lfgv,,lfgv,fr,Dole,Thionville Yutz Airport,Europe/Paris
lfgw,xvn,lfgw,fr,Verdun/Le Rozelier,Verdun-Le Rozelier Airport,Europe/Paris
lfgx,,lfgx,fr,Verdun,Champagnole Crotenay Airport,Europe/Paris
lfgy,,lfgy,fr,Verdun,St Die Remomeix Airport,Europe/Paris
lfgz,,lfgz,fr,Verdun,Nuits St Georges Airport,Europe/Paris
lfha,,lfha,fr,Verdun,Issoire Le Broc Airport,Europe/Paris
lfhc,,lfhc,fr,Verdun,Perouges - Meximieux Airport,Europe/Paris
lfhd,,lfhd,fr,Verdun,Pierrelatte Airport,Europe/Paris
lfhe,,lfhe,fr,Verdun,Romans - Saint-Paul Airport,Europe/Paris
lfhf,,lfhf,fr,Verdun,Ruoms Airport,Europe/Paris
lfhg,,lfhg,fr,Verdun,St Chamond L'horme Airport,Europe/Paris
lfhh,,lfhh,fr,Verdun,Vienne Reventin Airport,Europe/Paris
lfhi,,lfhi,fr,Verdun,Morestel Airport,Europe/Paris
lfhj,,lfhj,fr,Verdun,Lyon Corbas Airport,Europe/Paris
lfhl,,lfhl,fr,Verdun,Langogne - Lesperon Airport,Europe/Paris
lfhm,mvv,lfhm,fr,Verdun,Megeve Airport,Europe/Paris
lfhn,,lfhn,fr,Verdun,Bellegarde-Vouvray Airport,Europe/Paris
lfho,obs,lfho,fr,Aubenas/Ardeche Meridional,Aubenas-Ardeche Meridional Airport,Europe/Paris
lfhp,lpy,lfhp,fr,Le Puy/Loudes,Le Puy-Loudes Airport,Europe/Paris
lfhq,,lfhq,fr,Saint-Flour/Coltines,Saint-Flour-Coltines Airport,Europe/Paris
lfhr,,lfhr,fr,St Flour,Brioude Beaumont Airport,Europe/Paris
lfhs,,lfhs,fr,Bourg/Ceyzeriat,Bourg-Ceyzeriat Airport,Europe/Paris
lfht,,lfht,fr,Bourg,Ambert Le Poyet Airport,Europe/Paris
lfhu,ahz,lfhu,fr,Bourg,L'alpe D'huez Airport,Europe/Paris
lfhv,,lfhv,fr,Villefranche/Tarare,Villefranche-Tarare Airport,Europe/Paris
lfhw,,lfhw,fr,Villefranche,Belleville Villie Morgon Airport,Europe/Paris
lfhx,,lfhx,fr,Villefranche,Lapalisse - Perigny Airport,Europe/Paris
lfhy,,lfhy,fr,Moulins/Montbeugny,Moulins-Montbeugny Airport,Europe/Paris
lfhz,,lfhz,fr,Moulins,Sallanches Airport,Europe/Paris
lfib,,lfib,fr,Moulins,Belves St Pardoux Airport,Europe/Paris
lfid,,lfid,fr,Moulins,Condom Valence Sur Baise Airport,Europe/Paris
lfif,,lfif,fr,Saint-Affrique/Belmont,Saint-Affrique-Belmont Airport,Europe/Paris
lfig,,lfig,fr,Cassagnes-Begonhes,Cassagnes-Begonhes Airport,Europe/Paris
lfih,,lfih,fr,Moulins,Chalais Airport,Europe/Paris
lfik,,lfik,fr,Moulins,Riberac St Aulaye Airport,Europe/Paris
lfil,,lfil,fr,Moulins,Rion Des Landes Airport,Europe/Paris
lfim,,lfim,fr,Moulins,St Gaudens Montrejeau Airport,Europe/Paris
lfip,,lfip,fr,Moulins,Peyresourde Balestas Airport,Europe/Paris
lfir,,lfir,fr,Moulins,Revel Montgey Airport,Europe/Paris
lfit,,lfit,fr,Moulins,Toulouse Bourg St Bernard Airport,Europe/Paris
lfiv,,lfiv,fr,Moulins,Vendays Montalivet Airport,Europe/Paris
lfix,,lfix,fr,Moulins,Itxassou Airport,Europe/Paris
lfiy,,lfiy,fr,Moulins,St Jean D'angely Airport,Europe/Paris
lfja,,lfja,fr,Chaumont/Semoutiers,Chaumont-Semoutiers Airport,Europe/Paris
lfjb,,lfjb,fr,Mauleon,Mauleon Airport,Europe/Paris
lfjc,,lfjc,fr,Moulins,Clamecy Airport,Europe/Paris
lfjd,,lfjd,fr,Moulins,Corlier Airport,Europe/Paris
lfje,,lfje,fr,Moulins,La Motte Chalancon Airport,Europe/Paris
lfjf,,lfjf,fr,Moulins,Aubenasson Airport,Europe/Paris
lfjh,,lfjh,fr,Moulins,Cazeres Palaminy Airport,Europe/Paris
lfji,,lfji,fr,Moulins,Marennes Le Bournet Airport,Europe/Paris
lfjl,etz,lfjl,fr,Metz / Nancy,Metz-Nancy-Lorraine Airport,Europe/Paris
lfjm,,lfjm,fr,Metz-Nancy/Lorraine,Chailley Airport,Europe/Paris
lfjr,ane,lfjr,fr,Angers/Marce,Angers-Loire Airport,Europe/Paris
lfjs,,lfjs,fr,Angers,Soissons - Courmelles Airport,Europe/Paris
lfjt,,lfjt,fr,Angers,Tours Le Louroux Airport,Europe/Paris
lfju,,lfju,fr,Lurcy-Levis,Lurcy-Levis Airport,Europe/Paris
lfka,xav,lfka,fr,Angers,Albertville Airport,Europe/Paris
lfkb,bia,lfkb,fr,Bastia/Poretta,Bastia-Poretta Airport,Europe/Paris
lfkc,cly,lfkc,fr,Calvi/Sainte-Catherine,Calvi-Sainte-Catherine Airport,Europe/Paris
lfkd,,lfkd,fr,Calvi,Sollieres Sardieres Airport,Europe/Paris
lfke,,lfke,fr,Calvi,Saint-Jean-en-Royans Airport,Europe/Paris
lfkf,fsc,lfkf,fr,Figari Sud-Corse,Figari Sud-Corse Airport,Europe/Paris
lfkg,,lfkg,fr,Figari/Sud Corse,Ghisonaccia Alzitone Airport,Europe/Paris
lfkh,,lfkh,fr,Figari/Sud Corse,St Jean D'avelanne Airport,Europe/Paris
lfkj,aja,lfkj,fr,Ajaccio/Napoleon Bonaparte,Ajaccio-Napoleon Bonaparte Airport,Europe/Paris
lfkl,,lfkl,fr,Ajaccio,Lyon Brindas Airport,Europe/Paris
lfkm,,lfkm,fr,Ajaccio,St Galmier Airport,Europe/Paris
lfko,prp,lfko,fr,Propriano,Propriano Airport,Europe/Paris
lfkp,,lfkp,fr,Ajaccio,La Tour Du Pin Airport,Europe/Paris
lfks,soz,lfks,fr,Solenzara,Solenzara (BA 126) Air Base,Europe/Paris
lfkt,,lfkt,fr,Corte,Corte Airport,Europe/Paris
lfkx,mfx,lfkx,fr,Ajaccio,Meribel Airport,Europe/Paris
lfky,,lfky,fr,Ajaccio,Belley - Peyrieu Airport,Europe/Paris
lfkz,,lfkz,fr,Ajaccio,St Claude Pratz Airport,Europe/Paris
lfla,auf,lfla,fr,Auxerre/Branches,Auxerre-Branches Airport,Europe/Paris
lflb,cmf,lflb,fr,Chambery/Aix-les-Bains,Chambery-Savoie Airport,Europe/Paris
lflc,cfe,lflc,fr,Clermont-Ferrand/Auvergne,Clermont-Ferrand Auvergne Airport,Europe/Paris
lfld,bou,lfld,fr,Bourges,Bourges Airport,Europe/Paris
lfle,,lfle,fr,Chambery/Challes-les-Eaux,Chambery-Challes-les-Eaux Airport,Europe/Paris
lflg,,lflg,fr,Bourges,Grenoble Le Versoud Airport,Europe/Paris
lflh,,lflh,fr,Chalon/Champforgueil,Chalon-Champforgeuil Airport,Europe/Paris
lfli,qnj,lfli,fr,Annemasse,Annemasse Airport,Europe/Paris
lflj,cvf,lflj,fr,Courcheval,Courchevel Airport,Europe/Paris
lflk,,lflk,fr,Chalon,Oyonnax-Arbent Airport,Europe/Paris
lfll,lys,lfll,fr,Lyon,Lyon Saint-Exupery Airport,Europe/Paris
lflm,qnx,lflm,fr,Macon/Charnay,Macon-Charnay Airport,Europe/Paris
lfln,syt,lfln,fr,Saint-Yan,Saint-Yan Airport,Europe/Paris
lflo,rne,lflo,fr,Roanne/Renaison,Roanne-Renaison Airport,Europe/Paris
lflp,ncy,lflp,fr,Annecy/Meythet,Annecy-Haute-Savoie-Mont Blanc Airport,Europe/Paris
lflq,xmk,lflq,fr,Annecy,Montelimar - Ancone Airport,Europe/Paris
lflr,,lflr,fr,Annecy,Saint-Rambert-d'Albon Airport,Europe/Paris
lfls,gnb,lfls,fr,Grenoble/Saint-Geoirs,Grenoble-Isere Airport,Europe/Paris
lflt,,lflt,fr,Montlucon/Domerat,Montlucon-Domerat Airport,Europe/Paris
lflu,vaf,lflu,fr,Valence/Chabeuil,Valence-Chabeuil Airport,Europe/Paris
lflv,vhy,lflv,fr,Vichy/Charmeil,Vichy-Charmeil Airport,Europe/Paris
lflw,aur,lflw,fr,Aurillac,Aurillac Airport,Europe/Paris
lflx,chr,lflx,fr,Chateauroux/Deols,Chateauroux-Deols Marcel Dassault Airport,Europe/Paris
lfly,lyn,lfly,fr,Lyon/Bron,Lyon-Bron Airport,Europe/Paris
lflz,,lflz,fr,Lyon,Feurs Chambeon Airport,Europe/Paris
lfma,,lfma,fr,Lyon,Aix-en-Provence (BA 114) Airport,Europe/Paris
lfmc,,lfmc,fr,Le Luc/Le Cannet,Le Luc-Le Cannet Airport,Europe/Paris
lfmd,ceq,lfmd,fr,Cannes/Mandelieu,Cannes-Mandelieu Airport,Europe/Paris
lfme,,lfme,fr,Cannes,Nimes Courbessac Airport,Europe/Paris
lfmf,,lfmf,fr,Cannes,Fayence Airport,Europe/Paris
lfmg,,lfmg,fr,Cannes,Montagne Noire Airport,Europe/Paris
lfmh,ebu,lfmh,fr,Saint-Etienne/Boutheon,Saint-Etienne-Boutheon Airport,Europe/Paris
lfmi,qie,lfmi,fr,Istres/Le Tube,Istres Le Tube/Istres Air Base (BA 125) Airport,Europe/Paris
lfmk,ccf,lfmk,fr,Carcassonne/Salvaza,Carcassonne Airport,Europe/Paris
lfml,mrs,lfml,fr,Marseille,Marseille Provence Airport,Europe/Paris
lfmn,nce,lfmn,fr,Nice,Nice-Cote d'Azur Airport,Europe/Paris
lfmo,xog,lfmo,fr,Orange/Caritat,Orange-Caritat (BA 115) Air Base,Europe/Paris
lfmp,pgf,lfmp,fr,Perpignan/Rivesaltes,Perpignan-Rivesaltes (Llabanere) Airport,Europe/Paris
lfmq,ctt,lfmq,fr,Le Castellet,Le Castellet Airport,Europe/Paris
lfmr,bae,lfmr,fr,Le Castellet,Barcelonnette - Saint-Pons Airport,Europe/Paris
lfms,xas,lfms,fr,Ales/Deaux,Ales-Deaux Airport,Europe/Paris
lfmt,mpl,lfmt,fr,Montpellier/Mediterranee,Montpellier-Mediterranee Airport,Europe/Paris
lfmu,bzr,lfmu,fr,Beziers/Vias,Beziers-Vias Airport,Europe/Paris
lfmv,avn,lfmv,fr,Avignon/Caumont,Avignon-Caumont Airport,Europe/Paris
lfmw,,lfmw,fr,Avignon,Castelnaudary Villeneuve Airport,Europe/Paris
lfmx,,lfmx,fr,Avignon,Chateau-Arnoux-Saint-Auban Airport,Europe/Paris
lfmy,,lfmy,fr,Salon,Salon-de-Provence (BA 701) Air Base,Europe/Paris
lfmz,,lfmz,fr,Lezignan-Corbieres,Lezignan-Corbieres Airport,Europe/Paris
lfna,gat,lfna,fr,Avignon,Gap - Tallard Airport,Europe/Paris
lfnb,men,lfnb,fr,Mende/Brenoux,Mende-Brenoux Airport,Europe/Paris
lfnc,scp,lfnc,fr,Mende,Mont-Dauphin - St-Crepin Airport,Europe/Paris
lfnd,,lfnd,fr,Mende,Pont St Esprit Airport,Europe/Paris
lfne,,lfne,fr,Mende,Salon Eyguieres Airport,Europe/Paris
lfnf,,lfnf,fr,Mende,Vinon Sur Verdon Airport,Europe/Paris
lfng,,lfng,fr,Mende,Montpellier Candillargues Airport,Europe/Paris
lfnh,,lfnh,fr,Carpentras,Carpentras Airport,Europe/Paris
lfnj,,lfnj,fr,Mende,Aspres-sur-Buech Airport,Europe/Paris
lfnl,,lfnl,fr,Mende,St Martin De Londres Airport,Europe/Paris
lfno,,lfno,fr,Mende,Florac Ste Enimie Airport,Europe/Paris
lfnp,,lfnp,fr,Mende,Pezenas Nizas Airport,Europe/Paris
lfnq,,lfnq,fr,Mende,Mont Louis La Quillane Airport,Europe/Paris
lfnr,,lfnr,fr,Mende,Berre La Fare Airport,Europe/Paris
lfns,,lfns,fr,Mende,Sisteron - Theze Airport,Europe/Paris
lfnt,,lfnt,fr,Mende,Avignon Pujaut Airport,Europe/Paris
lfnu,,lfnu,fr,Mende,Uzes Airport,Europe/Paris
lfnv,,lfnv,fr,Mende,Valreas Visan Airport,Europe/Paris
lfnw,,lfnw,fr,Mende,Puivert Airport,Europe/Paris
lfnx,,lfnx,fr,Mende,Bedarieux La Tour Airport,Europe/Paris
lfny,,lfny,fr,Mende,St Etienne En Devoluy Airport,Europe/Paris
lfnz,,lfnz,fr,Mende,Le Mazet De Romanin Airport,Europe/Paris
lfoa,,lfoa,fr,Avord,Avord (BA 702) Air Base,Europe/Paris
lfob,bva,lfob,fr,Beauvais/Tille,Paris Beauvais Tille Airport,Europe/Paris
lfoc,,lfoc,fr,Chateaudun,Chateaudun (BA 279) Airport,Europe/Paris
lfod,xsu,lfod,fr,Saumur/Saint-Florent,Saumur-Saint-Florent Airport,Europe/Paris
lfoe,evx,lfoe,fr,Evreux/Fauville,Evreux-Fauville (BA 105) Air Base,Europe/Paris
lfof,xan,lfof,fr,Evreux,Alencon Valframbert Airport,Europe/Paris
lfog,,lfog,fr,Evreux,Flers Saint Paul Airport,Europe/Paris
lfoh,leh,lfoh,fr,Le Havre/Octeville,Le Havre Octeville Airport,Europe/Paris
lfoi,xab,lfoi,fr,Abbeville (Buigny/Saint-Maclou),Abbeville-Buigny-Saint-Maclou Airport,Europe/Paris
lfoj,ore,lfoj,fr,Orleans/Bricy,Orleans-Bricy (BA 123) Air Base,Europe/Paris
lfok,xcr,lfok,fr,Chalons/Vatry,Chalons-Vatry Air Base,Europe/Paris
lfol,,lfol,fr,Chalons,L'aigle St Michel Airport,Europe/Paris
lfom,,lfom,fr,Chalons,Lessay Airport,Europe/Paris
lfon,,lfon,fr,Chalons,Dreux Vernouillet Airport,Europe/Paris
lfoo,lso,lfoo,fr,Les Sables-d'Olonne,Les Sables-d'Olonne Talmont Airport,Europe/Paris
lfop,uro,lfop,fr,Rouen/Vallee de Seine,Rouen Airport,Europe/Paris
lfoq,xbq,lfoq,fr,Blois/Le Breuil,Blois-Le Breuil Airport,Europe/Paris
lfor,qtj,lfor,fr,Blois,Chartres Champhol Airport,Europe/Paris
lfos,,lfos,fr,Blois,St Valery Vittefleur Airport,Europe/Paris
lfot,tuf,lfot,fr,Tours/Val de Loire (Loire Valley),Tours-Val-de-Loire Airport,Europe/Paris
lfou,cet,lfou,fr,Cholet/Le Pontreau,Cholet Le Pontreau Airport,Europe/Paris
lfov,lva,lfov,fr,Laval/Entrammes,Laval-Entrammes Airport,Europe/Paris
lfow,,lfow,fr,Laval,Saint-Quentin - Roupy Airport,Europe/Paris
lfox,,lfox,fr,Laval,Etampes Mondesir Airport,Europe/Paris
lfoy,,lfoy,fr,Laval,Le Havre St Romain Airport,Europe/Paris
lfoz,,lfoz,fr,Orleans/Saint-Denis-de-l'Hotel,Orleans-Saint-Denis-de-l'Hotel Airport,Europe/Paris
lfpa,,lfpa,fr,Orleans,Persan Beaumont Airport,Europe/Paris
lfpb,lbg,lfpb,fr,Paris,Paris-Le Bourget Airport,Europe/Paris
lfpc,csf,lfpc,fr,Creil,Creil Air Base,Europe/Paris
lfpd,,lfpd,fr,Creil,Bernay St Martin Airport,Europe/Paris
lfpe,,lfpe,fr,Creil,Meaux Esbly Airport,Europe/Paris
lfpf,,lfpf,fr,Creil,Beynes Thiverval Airport,Europe/Paris
lfpg,cdg,lfpg,fr,Paris,Charles de Gaulle International Airport,Europe/Paris
lfph,,lfph,fr,Paris,Chelles le Pin Airport,Europe/Paris
lfpk,,lfpk,fr,Coulommiers/Voisins,Coulommiers-Voisins Airport,Europe/Paris
lfpl,,lfpl,fr,Paris,Lognes Emerainville Airport,Europe/Paris
lfpm,,lfpm,fr,Melun/Villaroche,Melun-Villaroche Air Base,Europe/Paris
lfpn,tnf,lfpn,fr,Toussus-le-Noble,Toussus-le-Noble Airport,Europe/Paris
lfpo,ory,lfpo,fr,Paris,Paris-Orly Airport,Europe/Paris
lfpp,,lfpp,fr,Paris,Le Plessis Belleville Airport,Europe/Paris
lfpq,,lfpq,fr,Paris,Fontenay Tresigny Airport,Europe/Paris
lfpt,pox,lfpt,fr,Pontoise,Pontoise - Cormeilles-en-Vexin Airport,Europe/Paris
lfpu,,lfpu,fr,Pontoise,Moret Episy Airport,Europe/Paris
lfpv,viy,lfpv,fr,Villacoublay/Velizy,Villacoublay-Velizy (BA 107) Air Base,Europe/Paris
lfpx,,lfpx,fr,Villacoublay,Chavenay Villepreux Airport,Europe/Paris
lfpy,,lfpy,fr,Villacoublay,Bretigny sur Orge Air Base,Europe/Paris
lfpz,,lfpz,fr,Villacoublay,Saint-Cyr-l'Ecole Airport,Europe/Paris
lfqa,,lfqa,fr,Reims/Prunay,Reims-Prunay Airport,Europe/Paris
lfqb,qyr,lfqb,fr,Troyes/Barberey,Troyes-Barberey Airport,Europe/Paris
lfqc,,lfqc,fr,Luneville/Croismare,Luneville-Croismare Airport,Europe/Paris
lfqd,,lfqd,fr,Troyes,Arras Roclincourt Airport,Europe/Paris
lfqe,,lfqe,fr,Etain/Rouvres,Etain-Rouvres Air Base,Europe/Paris
lfqf,,lfqf,fr,Autun/Bellevue,Autun-Bellevue Airport,Europe/Paris
lfqg,nvs,lfqg,fr,Nevers/Fourchambault,Nevers-Fourchambault Airport,Europe/Paris
lfqh,,lfqh,fr,Nevers,Chatillon Sur Seine Airport,Europe/Paris
lfqi,xcb,lfqi,fr,Cambrai/Epinoy,Cambrai-Epinoy (BA 103) Air Base,Europe/Paris
lfqj,xme,lfqj,fr,Maubeuge/Elesmes,Maubeuge-Elesmes Airport,Europe/Paris
lfqk,,lfqk,fr,Cambrai,Chalons Ecury Sur Coole Airport,Europe/Paris
lfql,,lfql,fr,Cambrai,Lens Benifontaine Airport,Europe/Paris
lfqm,,lfqm,fr,Besancon/La Veze,Besancon-La Veze Airport,Europe/Paris
lfqn,,lfqn,fr,Besancon,Saint Omer Wizernes Airport,Europe/Paris
lfqo,,lfqo,fr,Besancon,Lille/Marcq-en-Baroeul Airport,Europe/Paris
lfqp,,lfqp,fr,Phalsbourg/Bourscheid,Phalsbourg-Bourscheid Air Base,Europe/Paris
lfqq,lil,lfqq,fr,Lille/Lesquin,Lille-Lesquin Airport,Europe/Paris
lfqr,,lfqr,fr,Lille,Romilly Sur Seine Airport,Europe/Paris
lfqs,,lfqs,fr,Lille,Vitry en Artois Airport,Europe/Paris
lfqt,hzb,lfqt,fr,Merville/Calonne,Merville-Calonne Airport,Europe/Paris
lfqu,,lfqu,fr,Merville,Sarre Union Airport,Europe/Paris
lfqv,xcz,lfqv,fr,Charleville-Mezieres,Charleville-Mezieres Airport,Europe/Paris
lfqw,xvo,lfqw,fr,Vesoul/Frotey,Vesoul-Frotey Airport,Europe/Paris
lfqx,,lfqx,fr,Charleville-Mezieres,Juvancourt Airport,Europe/Paris
lfqy,,lfqy,fr,Charleville-Mezieres,Saverne Steinbourg Airport,Europe/Paris
lfqz,,lfqz,fr,Charleville-Mezieres,Dieuze Gueblange Airport,Europe/Paris
lfra,,lfra,fr,Charleville-Mezieres,Angers Avrille Airport,Europe/Paris
lfrb,bes,lfrb,fr,Brest/Guipavas,Brest Bretagne Airport,Europe/Paris
lfrc,cer,lfrc,fr,Cherbourg/Maupertus,Cherbourg-Maupertus Airport,Europe/Paris
lfrd,dnr,lfrd,fr,Dinard/Pleurtuit/Saint-Malo,Dinard-Pleurtuit-Saint-Malo Airport,Europe/Paris
lfre,lby,lfre,fr,La Baule-Escoublac,La Baule-Escoublac Airport,Europe/Paris
lfrf,gfr,lfrf,fr,Granville,Granville Airport,Europe/Paris
lfrg,dol,lfrg,fr,Deauville,Deauville-Saint-Gatien Airport,Europe/Paris
lfrh,lrt,lfrh,fr,Lorient/Lann/Bihoue,Lorient South Brittany (Bretagne Sud) Airport,Europe/Paris
lfri,edm,lfri,fr,La Roche-sur-Yon/Les Ajoncs,La Roche-sur-Yon Airport,Europe/Paris
lfrj,ldv,lfrj,fr,Landivisiau,Landivisiau Air Base,Europe/Paris
lfrk,cfr,lfrk,fr,Caen/Carpiquet,Caen-Carpiquet Airport,Europe/Paris
lfrl,,lfrl,fr,Lanveoc/Poulmic,Lanveoc-Poulmic Air Base,Europe/Paris
lfrm,lme,lfrm,fr,Le Mans/Arnage,Le Mans-Arnage Airport,Europe/Paris
lfrn,rns,lfrn,fr,Rennes/Saint-Jacques,Rennes-Saint-Jacques Airport,Europe/Paris
lfro,lai,lfro,fr,Lannion,Lannion-Cote de Granit Airport,Europe/Paris
lfrp,,lfrp,fr,Rennes,Ploermel Loyat Airport,Europe/Paris
lfrq,uip,lfrq,fr,Quimper/Pluguffan,Quimper-Cornouaille Airport,Europe/Paris
lfrs,nte,lfrs,fr,Nantes,Nantes Atlantique Airport,Europe/Paris
lfrt,sbk,lfrt,fr,Saint-Brieuc/Armor,Saint-Brieuc-Armor Airport,Europe/Paris
lfru,mxn,lfru,fr,Morlaix/Ploujean,Morlaix-Ploujean Airport,Europe/Paris
lfrv,vne,lfrv,fr,Vannes/Meucon,Vannes-Meucon Airport,Europe/Paris
lfrw,,lfrw,fr,Vannes,Avranches Le Val St Pere Airport,Europe/Paris
lfrz,snr,lfrz,fr,Saint-Nazaire/Montoir,Saint-Nazaire-Montoir Airport,Europe/Paris
lfsa,qbq,lfsa,fr,St Nazaire,Besancon Thise Airport,Europe/Paris
lfsb,bsl,lfsb,fr,Bale/Mulhouse,EuroAirport Basel-Mulhouse-Freiburg Airport,Europe/Paris
lfsc,,lfsc,fr,Colmar/Meyenheim,Colmar-Meyenheim Air Base,Europe/Paris
lfsd,dij,lfsd,fr,Dijon/Longvic,Dijon-Bourgogne Airport,Europe/Paris
lfse,,lfse,fr,Dijon,Epinal Dogneville Airport,Europe/Paris
lfsf,mzm,lfsf,fr,Metz/Frescaty,Metz-Frescaty (BA 128) Air Base,Europe/Paris
lfsg,epl,lfsg,fr,Epinal/Mirecourt,Epinal-Mirecourt Airport,Europe/Paris
lfsh,,lfsh,fr,Haguenau,Haguenau Airport,Europe/Paris
lfsi,,lfsi,fr,Saint-Dizier/Robinson,Saint-Dizier-Robinson (BA 113) Air Base,Europe/Paris
lfsj,,lfsj,fr,St Dizier,Sedan Douzy Airport,Europe/Paris
lfsk,,lfsk,fr,St Dizier,Vitry Le Francois Vauclerc Airport,Europe/Paris
lfsl,,lfsl,fr,St Dizier,Toul Rosieres Air Base,Europe/Paris
lfsm,xmf,lfsm,fr,Montbeliard/Courcelles,Montbeliard-Courcelles Airport,Europe/Paris
lfsn,enc,lfsn,fr,Nancy/Essey,Nancy-Essey Airport,Europe/Paris
lfso,,lfso,fr,Nancy/Ochey,Nancy-Ochey (BA 133) Air Base,Europe/Paris
lfsp,,lfsp,fr,Pontarlier,Pontarlier Airport,Europe/Paris
lfsq,bor,lfsq,fr,Belfort,Fontaine Airport,Europe/Paris
lfsr,rhe,lfsr,fr,Reims/Champagne,Reims-Champagne (BA 112) Airport,Europe/Paris
lfst,sxb,lfst,fr,Strasbourg,Strasbourg Airport,Europe/Paris
lfsu,,lfsu,fr,Strasbourg,Langres Rolampont Airport,Europe/Paris
lfsv,,lfsv,fr,Strasbourg,Pont St Vincent Airport,Europe/Paris
lfsw,,lfsw,fr,Strasbourg,Epernay Plivot Airport,Europe/Paris
